StripChart:,Data,
Date:, Tue Feb 14 15:14:22 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 14918,
Time Interval,         1, to ,    895021,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
Time,Naptha Cut Point - Research Octane Number (Naptha),Diesel Centane Index - Cetane Index (DieselMix),HMI - G8:,HMI - G10:,HMI - G11:,HMI - G13:,HMI - G14:,HMI - G15:,Naptha Cut Point - ASTM D86 (Cut Pt-100.00%-Naptha),Kero Cut Point - ASTM D86 (Cut Pt-0.0%-Kero Product),Kero Cut Point - ASTM D86 (Cut Pt-100.00%-Kero Product),Diesel Cut Point - ASTM D86 (Cut Pt-95.00%-Diesel Product),AGO Cut Point - ASTM D86 (Cut Pt-95.00%-AGO Product),
[seconds],[],[],[],[],[],[],[],[],[C],[C],[C],[C],[C],
      222001,     60.3537,     46.4199,     23.4132,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222061,     60.3537,     46.4199,     23.4132,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222121,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222181,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222241,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222301,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222361,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222421,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222481,     60.3537,     46.4199,     23.4131,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222541,     60.3537,     46.4199,     23.4132,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222601,     60.3537,     46.4199,     23.4132,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222661,     60.3537,     46.4199,     23.4132,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222721,     60.3537,     46.4199,     23.4133,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222781,     60.3537,     46.4199,     23.4134,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222841,     60.3537,     46.4199,     23.4134,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222901,     60.3537,     46.4199,     23.4135,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      222961,     60.3537,     46.4199,     23.4136,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223021,     60.3537,     46.4199,     23.4137,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223081,     60.3537,     46.4199,     23.4138,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223141,     60.3537,     46.4199,     23.4139,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223201,     60.3537,     46.4199,      23.414,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223261,     60.3537,     46.4199,     23.4141,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223321,     60.3537,     46.4199,     23.4142,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.197,     340.163,     389.406,
      223381,     60.3537,     46.4199,     23.4143,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223441,     60.3537,     46.4199,     23.4145,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223501,     60.3537,     46.4199,     23.4146,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223561,     60.3537,     46.4199,     23.4148,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223621,     60.3537,     46.4199,     23.4149,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223681,     60.3537,     46.4199,     23.4151,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223741,     60.3537,     46.4199,     23.4152,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223801,     60.3537,     46.4199,     23.4154,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223861,     60.3537,     46.4199,     23.4156,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223921,     60.3537,     46.4199,     23.4157,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      223981,     60.3537,     46.4199,     23.4159,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224041,     60.3537,     46.4199,     23.4161,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224101,     60.3537,     46.4199,     23.4163,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224161,     60.3537,     46.4199,     23.4165,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224221,     60.3537,     46.4199,     23.4167,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224281,     60.3537,     46.4199,     23.4169,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224341,     60.3537,     46.4199,     23.4171,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224401,     60.3537,     46.4199,     23.4173,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224461,     60.3537,     46.4199,     23.4175,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224521,     60.3537,     46.4199,     23.4177,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224581,     60.3537,     46.4199,     23.4179,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224641,     60.3537,     46.4199,     23.4181,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224701,     60.3537,     46.4199,     23.4183,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224761,     60.3537,     46.4199,     23.4185,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224821,     60.3537,     46.4199,     23.4187,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224881,     60.3537,     46.4199,     23.4189,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      224941,     60.3537,     46.4199,     23.4191,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225001,     60.3537,     46.4199,     23.4194,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225061,     60.3537,     46.4199,     23.4196,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225121,     60.3537,     46.4199,     23.4198,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225181,     60.3537,     46.4199,       23.42,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225241,     60.3537,     46.4199,     23.4202,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225301,     60.3537,     46.4199,     23.4205,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225361,     60.3537,     46.4199,     23.4207,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225421,     60.3537,     46.4199,     23.4209,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225481,     60.3537,     46.4199,     23.4211,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225541,     60.3537,     46.4199,     23.4213,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225601,     60.3537,     46.4199,     23.4216,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225661,     60.3537,     46.4199,     23.4218,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.406,
      225721,     60.3537,     46.4199,      23.422,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      225781,     60.3537,     46.4199,     23.4222,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      225841,     60.3537,     46.4199,     23.4224,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
      225901,     60.3537,     46.4199,     23.4226,      12.973,     24.1769,       49.14,      1.7199,       49.14,     179.324,     167.152,     267.198,     340.163,     389.407,
